make_id,model_id,year,cylinder_capacity,km,color,region,price,fuel_type_id,transmission_id,traction_id,age
33,405,2013,,77878,Blanco,Metropolitana de Santiago,7790000,0,0,,11
19,276,2013,1400,57000,,Bío Bío,5400000,0,0,,11
64,780,2011,1600,92229,,Valparaíso,5500000,0,0,0,13
65,802,2018,2000,81600,Negro,Metropolitana de Santiago,15980000,0,1,0,6
43,5586,2021,1500,27000,,Metropolitana de Santiago,8900000,0,1,0,3
60,723,2014,,230000,,Metropolitana de Santiago,7500000,0,1,,10
49,654,2012,1600,89000,,Metropolitana de Santiago,4500000,0,1,,12
11,179,2020,3600,48000,,Araucanía,32500000,0,1,1,4
47,613,2013,,120000,,Bío Bío,7200000,0,0,,11
6,1705,2013,3000,130000,,Metropolitana de Santiago,14970000,0,1,,11
49,657,2018,2000,49000,,Valparaíso,21000000,1,1,0,6
64,792,2016,2000,72581,,Región de La Araucanía,16890000,1,1,1,8
10,5882,2021,,35550,,OHiggins,7150000,0,0,,3
29,1145,2022,1900,70000,,Maule,18000000,1,0,0,2
63,762,2019,2400,85000,Grafito,OHiggins,15500000,1,0,1,5
33,393,2023,,23000,,Metropolitana de Santiago,23580000,1,1,,1
33,401,2013,1400,130000,,Metropolitana de Santiago,5000000,0,1,0,11
48,6074,2022,,33000,,Región Metropolitana,13990000,0,0,,2
47,612,2014,1600,220000,,Región Metropolitana,7500000,0,0,,10
19,1640,2015,1200,65000,Blanco,Metropolitana de Santiago,7790000,0,0,0,9
45,599,2018,2400,87500,,Valparaíso,22900000,1,1,1,6
47,1829,2018,1600,85984,Blanco,Metropolitana de Santiago,11490000,0,1,,6
47,611,1992,1400,250000,,V Valparaíso,1800000,0,0,,32
11,1693,2022,0,180000,,Región Metropolitana,10800000,0,0,,2
52,5600,2019,,60000,,IX Araucanía,9700000,1,0,,5
27,338,2009,2700,131200,,Metropolitana de Santiago,7200000,0,1,1,15
59,722,2020,2200,57282,,VIII Biobío,14,1,0,,4
27,353,2012,,77400,,XII Magallanes & Antártica,5600000,0,0,,12
40,474,2017,2000,109200,Blanco,Metropolitana de Santiago,-1,0,1,0,7
11,158,2020,1500,62000,,Región Metropolitana,99999999999,0,0,,4
49,810,2015,1400,145000,,Metropolitana de Santiago,7400000,1,0,0,9
33,393,2019,2000,88000,Gris,Metropolitana de Santiago,15990000,0,1,0,5
27,353,2016,1600,236000,,Valparaíso,14600000,1,0,0,8
20,286,2012,,204000,,Metropolitana de Santiago,10980000,0,1,,12
27,346,2014,,154000,,Región Metropolitana,4100000,0,0,,10
63,760,2017,,98000,,IV Coquimbo,12750000,0,1,,7
20,299,2017,,48000,,Bío Bío,9700000,0,0,,7
63,760,2018,2000,80000,,Metropolitana de Santiago,13000000,0,0,1,6
31,380,2013,,170000,,Metropolitana de Santiago,22900000,1,1,,11
11,154,2011,1200,146000,,Maule,4000000,0,0,0,13
61,736,2009,1300,202240,,Valparaíso,3680000,0,0,0,15
4,27,2007,3200,88000,,XII Magallanes & Antártica,6950000,0,1,,17
20,286,2012,3500,104000,,Coquimbo,13500000,0,1,0,12
42,570,2020,,47000,Gris,Metropolitana de Santiago,25470000,0,1,,4
43,5586,2018,1500,30000,Blanco,Metropolitana de Santiago,9790000,0,1,,6
20,293,2017,,80000,,Araucanía,23000000,0,1,,7
64,5981,2022,1000,27800,Blanco,Metropolitana de Santiago,13590000,0,0,0,2
19,272,2006,1200,159000,,Metropolitana de Santiago,2600000,0,0,0,18
11,820,2016,1800,99348,,Metropolitana de Santiago,8180000,0,1,1,8
27,333,2012,1500,111500,,IX Araucanía,6500000,0,0,,12
13,213,2022,1600,104539,Blanco,Metropolitana de Santiago,4700000,1,0,,2
40,471,2009,1500,78000,Gris,Metropolitana de Santiago,5490000,0,0,,15
40,470,2015,1600,130000,,Metropolitana de Santiago,10000000,0,1,0,9
13,201,2018,,66000,,Región Metropolitana,13500000,1,0,0,6
42,1378,2019,1600,58000,,Valparaíso,21000000,0,1,0,5
64,1335,2019,2000,69600,,Valparaíso,15200000,1,0,0,5
45,602,2015,2500,150000,,Región Metropolitana,7980000,1,0,0,9
52,683,2018,,43732,Café,Metropolitana de Santiago,17450000,0,1,1,6
49,650,2020,1500,82800,,VII Maule,16890000,1,1,,4
63,763,2011,1600,166000,,Metropolitana de Santiago,5700000,0,1,0,13
27,338,2019,,96900,,Región Metropolitana,16980000,0,1,,5
65,795,2020,2000,52200,,Región Metropolitana,34990000,1,1,1,4
11,180,2010,1400,102394,,IIAntofagasta,3800000,0,0,,14
6,122,2016,1600,85000,Negro,Metropolitana de Santiago,12490000,0,1,0,8
52,686,2019,1600,49000,,Araucanía,10500000,0,0,0,5
65,802,2018,1500,112000,Azul,Metropolitana de Santiago,13390000,0,1,0,6
31,385,2011,2400,197000,,Metropolitana de Santiago,4890000,0,1,1,13
210,206,2014,,138000,Rojo,Metropolitana de Santiago,6200000,0,0,,10
52,819,2021,1600,16000,,Región del Maule,7000000,0,0,,3
47,610,2020,1600,81000,,Maule,9500000,0,0,0,4
6,63,2019,2000,19450,,Metropolitana de Santiago,49500000,0,1,0,5
19,266,2005,2500,143000,,V Valparaíso,2300000,0,0,,19
33,410,2017,,57500,,Los Lagos,5800000,0,0,,7
4,56,2016,1400,68000,,Región Metropolitana,15800000,0,1,,8
57,708,2010,,78800,,Metropolitana de Santiago,7000000,1,1,,14
6,5803,2013,2000,105000,,Metropolitana de Santiago,10599000,0,1,,11
47,616,2013,2000,159000,,Bío Bío,7200000,0,0,0,11
33,1161,2012,2900,226000,,Bío Bío,9300000,1,1,,12
48,6170,2023,1200,6000,,Metropolitana de Santiago,20999990,0,1,0,1
64,792,2021,2000,48000,,IX Araucanía,19990000,1,0,1,3
11,176,2013,2200,139100,,Maule,7650000,1,0,0,11
43,5586,2023,,14565,,Metropolitana de Santiago,11090000,0,1,,1
49,642,2017,1600,67000,,Metropolitana de Santiago,8500000,1,0,0,7
60,725,2008,,152000,,Araucanía,5900000,0,1,,16
20,287,2008,2300,165000,,X Los Lagos,-1,0,1,1,16
61,750,2021,7600,27682,,VII Maule,8990000,0,0,,3
28,1664,2019,2000,84797,,Región Metropolitana,19900000,0,0,1,5
43,583,2021,1500,48899,,Metropolitana de Santiago,9490000,0,1,,3
42,495,1996,,159000,Gris,Metropolitana de Santiago,31900000,0,1,,28
20,285,2017,2000,68500,,Metropolitana de Santiago,9490000,0,0,,7
20,284,2016,,170000,,V Valparaíso,12290000,1,0,,8
64,781,2018,1400,100000,Plata,Araucanía,13890000,0,1,0,6
52,687,2019,1200,42000,,IX Araucanía,8490000,0,0,0,5
70,1394,2013,,131500,,Metropolitana de Santiago,2400000,0,0,,11
20,5964,2023,1500,7500,,Metropolitana de Santiago,18500000,0,1,0,1
20,286,2014,3500,116500,Grafito,Metropolitana de Santiago,15600000,0,1,1,10
64,781,2015,1400,85000,,Metropolitana de Santiago,13500000,0,1,0,9
20,285,2016,2000,97000,Blanco,Metropolitana de Santiago,7680000,0,1,,8
45,601,2007,1600,191000,,Metropolitana de Santiago,4200000,0,0,0,17
65,800,2014,1600,121000,,Región Metropolitana,8500000,0,0,,10
42,1435,2015,,11000,Blanco,Metropolitana de Santiago,14990000,1,0,,9
59,719,2021,2200,45000,,Metropolitana de Santiago,15500000,1,0,0,3
9,5579,2019,1500,61000,,Metropolitana de Santiago,9500000,0,0,0,5
20,284,2020,3200,59000,,Bío Bío,29000000,1,1,1,4
61,747,1999,2500,252000,,Metropolitana de Santiago,4000000,0,1,1,25
202,5645,2017,5700,95000,Azul,Metropolitana de Santiago,22700000,0,1,1,7
9,823,2021,1600,51500,,XI Aisén,9700000,0,0,,3
45,601,2012,2000,200000,,Metropolitana de Santiago,7500000,0,1,0,12
43,586,2021,1500,14882,Azul,Los Lagos,8690000,0,1,,3
11,1806,2017,1400,45111,,Región Metropolitana,7890000,0,1,,7
52,819,2018,1600,89551,,Metropolitana de Santiago,6290000,0,0,,6
47,616,2015,,93000,,Metropolitana de Santiago,10680000,0,0,,9
40,467,2018,2000,49000,,Metropolitana de Santiago,20990000,0,1,0,6
65,797,2002,2400,142000,,VII Maule,9000000,0,1,1,22
49,813,2021,2500,40,,Región Metropolitana,12500000,1,0,,3
11,158,2022,8000,99999999999,,VII Maule,8200000,0,0,,2
61,750,2021,1400,51000,,Los Ríos,10500000,0,1,0,3
43,583,2021,1500,15000,Blanco,Valparaíso,10800000,0,1,,3
19,1058,2016,,125000,Blanco,Metropolitana de Santiago,4990000,1,0,,8
4,56,2014,,157542,,Metropolitana de Santiago,12700000,0,1,,10
49,813,2019,1600,140000,,Metropolitana de Santiago,10000000,1,0,0,5
65,795,2011,,84000,,Los Lagos,10700000,0,1,,13
6,5601,2019,8000,28000,,Región Metropolitana,31700000,0,1,,5
65,800,2015,,102000,,Metropolitana de Santiago,10990000,0,1,,9
40,470,2018,1600,92000,,Bío Bío,9800000,0,1,0,6
27,346,2011,,144800,,Araucanía,4100000,0,0,,13
49,657,3008,,20406,,Metropolitana de Santiago,20590000,1,0,,-984
19,5604,2022,1800,8600,,Región Metropolitana,7490000,0,1,,2
11,150,2019,2800,88000,Púrpura,Bío Bío,19490000,1,1,1,5
45,1192,2010,2000,222,,Región Metropolitana,3890000,0,0,,14
56,700,2020,2000,29000,,Metropolitana de Santiago,23990000,0,1,0,4
59,720,2022,2200,54000,,Metropolitana de Santiago,24500000,1,1,1,2
47,1454,2019,,182000,,Metropolitana de Santiago,10900000,1,0,,5
50,664,2023,,9100,,Metropolitana de Santiago,103900000,2,1,,1
33,401,2017,,86000,,Los Lagos,7790000,0,0,,7
47,1454,2017,2300,135000,Blanco,Metropolitana de Santiago,11880000,1,0,1,7
20,1072,1970,2000,0,,Región Metropolitana,6800000,0,0,,54
11,180,2014,1400,280000,,Región Metropolitana,2400000,0,0,,10
64,792,2019,2000,104576,Plata,Valparaíso,17980000,1,0,1,5
11,944,2014,1200,146000,,Ñuble,4500000,0,0,0,10
64,776,2022,1600,15000,,Metropolitana de Santiago,11900000,0,0,0,2
11,1806,2018,1400,137000,,Maule,7400000,0,0,0,6
47,1829,2017,1600,56600,,Región Metropolitana,10990000,0,1,0,7
52,679,2012,2000,150000,,Región Metropolitana,-1,0,0,,12
20,299,2019,1500,38870,,Metropolitana de Santiago,99999999999,0,0,0,5
36,5907,2018,1800,80000,,Metropolitana de Santiago,6000000,0,0,0,6
40,474,2015,2000,120000,,Bío Bío,11900000,0,0,1,9
43,5944,2021,1500,27305,Azul,Metropolitana de Santiago,10990000,0,0,0,3
63,760,2019,2000,26600,,Metropolitana de Santiago,14500000,0,0,0,5
47,1454,2019,2300,185000,,Coquimbo,9950000,1,0,0,5
20,284,2017,3200,145000,Rojo,Metropolitana de Santiago,16500000,1,0,1,7
27,1691,2019,1200,68000,,Región Metropolitana,6780000,0,0,0,5
11,908,2021,1200,7380,,IIAntofagasta,7500000,0,0,,3
16,242,2012,3700,139000,,Metropolitana de Santiago,8500000,0,1,0,12
47,616,2017,2000,70800,,Metropolitana de Santiago,8790000,0,0,,7
42,576,2016,1600,74000,,Metropolitana de Santiago,13500000,0,0,0,8
60,723,2021,2000,30000,Blanco,Metropolitana de Santiago,18990000,0,1,1,3
20,293,2022,,35500,Gris,Metropolitana de Santiago,83980000,0,1,1,2
11,176,2015,,135000,,Región Metropolitana,10990990,1,0,,9
4,56,2018,1400,53000,,Metropolitana de Santiago,20000000,0,1,0,6
49,810,2023,,13190,Blanco,Metropolitana de Santiago,15480000,1,0,,1
33,5994,2022,1500,30000,,Coquimbo,13250000,0,0,0,2
63,756,2009,1500,250000,,Valparaíso,3750000,0,0,0,15
61,5868,2023,,24953,Plata,Metropolitana de Santiago,9390000,0,0,,1
19,6072,2023,1300,11300,,Los Lagos,12200000,0,0,0,1
48,639,2013,1600,149154,,Bío Bío,7100000,0,0,0,11
63,760,2016,2500,400,,Araucanía,3500000,0,1,0,8
43,815,2021,1500,48706,,Metropolitana de Santiago,8890000,0,1,,3
19,1058,2017,,116000,,Metropolitana de Santiago,6900000,1,0,,7
63,760,2016,2000,96000,,Metropolitana de Santiago,10500000,0,0,0,8
60,728,2003,2500,221000,,Coquimbo,4400000,0,1,1,21
29,1403,2018,2000,33200,,Araucanía,9500000,0,0,0,6
29,5894,2020,,61933,,Metropolitana de Santiago,9490000,0,1,0,4
64,792,2016,2000,136000,Beige,Metropolitana de Santiago,13990000,1,0,1,8
27,1471,2017,1600,72340,,Maule,11290000,0,1,,7
38,830,2021,2200,52000,Gris,Bío Bío,14390000,1,0,1,3
16,240,2014,2400,120000,Negro,Metropolitana de Santiago,7900000,0,1,0,10
4,890,2015,,109000,Blanco,Valparaíso,16480000,0,1,,9
6,5803,2020,2000,57000,,Bío Bío,23000000,1,1,0,4
45,599,2011,2500,215000,Gris,Valparaíso,12500000,1,1,0,13
63,763,1994,1600,0,,X Los Lagos,2200000,0,0,0,30
11,908,2020,1200,22707,,Metropolitana de Santiago,6290000,0,0,,4
60,5974,2021,2400,37500,,Coquimbo,33500000,0,1,1,3
59,720,2022,2200,6000,,OHiggins,28000000,1,1,1,2
47,610,2020,1600,81000,,X Los Lagos,10500000,0,0,,4
33,407,2014,1600,160000,,Bío Bío,7000000,0,0,0,10
61,750,2020,1400,39000,,Valparaíso,11300000,0,0,0,4
47,611,2007,1600,259000,,Valparaíso,2500000,0,0,0,17
61,732,2021,1500,75000,,Valparaíso,13490000,0,1,,3
50,664,2022,,35957,Azul,Bío Bío,67990000,0,1,1,2
11,908,2021,1200,37404,,Metropolitana de Santiago,8190000,0,0,,3
11,908,2012,7000,157000,,IIAntofagasta,99999999999,0,0,,12
49,657,3008,,68346,,Metropolitana de Santiago,21900000,1,1,,-984
63,762,2007,8200,248000,,X Los Lagos,8250000,1,0,0,17
112,5590,2021,2000,68000,,Araucanía,19000000,1,1,1,3
49,810,2016,1200,104000,,Maule,8900000,0,0,0,8
29,1685,2019,1500,73000,,Región Metropolitana,6850000,0,0,,5
13,213,2021,1600,80000,,Región Metropolitana,10690000,1,0,,3
10,5882,2022,1500,15000,,Metropolitana de Santiago,10000000,0,1,0,2
45,602,2014,2500,200000,,Metropolitana de Santiago,9490000,1,0,1,10
63,760,2007,,230000,,Metropolitana de Santiago,4900000,0,0,,17
63,760,2008,2400,83000,,Antofagasta,5300000,0,0,0,16
40,1184,2007,,145000,,Bío Bío,-1,0,1,,17
52,5600,2019,,63000,,Metropolitana de Santiago,10980000,0,0,,5
47,615,2021,2000,23176,,X Los Lagos,12990000,0,0,,3
19,1058,2015,1400,107565,,Metropolitana de Santiago,4000000,0,0,0,9
43,583,2020,1500,22000,,Metropolitana de Santiago,9000000,0,1,,4
27,340,2003,2400,2196830,,Metropolitana de Santiago,5500000,1,0,,21
49,654,2013,,80000,,Metropolitana de Santiago,7990000,1,1,,11
4,5571,2018,2000,62300,,Metropolitana de Santiago,19690000,0,1,1,6
60,723,2015,2000,104000,,Metropolitana de Santiago,11300000,0,0,1,9
63,760,2010,,189999,,Bío Bío,6200000,0,1,,14
27,338,2018,,179840,,Coquimbo,14500000,1,1,1,6
40,470,2018,2000,73000,,Metropolitana de Santiago,11390000,0,0,0,6
11,152,2010,5300,225000,,Araucanía,9600000,0,1,1,14
31,389,2015,2400,83500,,VIII Biobío,15950000,0,1,1,9
64,5599,2019,1600,61670,,VI O'Higgins,8390000,0,0,0,5
48,636,2016,1400,71600,Plata,Metropolitana de Santiago,7580000,0,0,,8
64,781,2017,9000,11111,,Región Metropolitana,5270000,0,0,,7
20,291,2016,1600,67100,,Metropolitana de Santiago,8500000,0,0,0,8
17,1028,2016,1600,350000,,V Valparaíso,4500000,0,0,,8
52,685,2014,2000,111555,,IIAntofagasta,550000,0,0,,10
42,5836,2017,5500,17800,Azul,Metropolitana de Santiago,96900000,0,1,1,7
64,780,2004,,215077,,Metropolitana de Santiago,2500000,0,0,,20
11,172,2009,1600,278662,,Araucanía,2600000,0,0,0,15
42,575,2015,1600,121000,,IX Araucanía,15500000,0,0,,9
63,1722,2022,1500,18000,,Metropolitana de Santiago,14580000,0,0,0,2
27,336,2011,,97000,,Metropolitana de Santiago,7200000,0,1,,13
4,56,2018,1400,0,,Región Metropolitana,17190000,0,1,,6
20,298,2010,3500,163500,,Valparaíso,7680000,0,1,1,14
11,169,2019,2500,100500,,Metropolitana de Santiago,10500000,1,0,0,5
8,129,2011,1000,190000,,Metropolitana de Santiago,2450000,0,0,,13
26,326,2019,,109000,,Valparaíso,9490000,0,0,,5
61,5943,2022,1000,17200,,Bío Bío,6500000,0,0,0,2
40,470,2013,1600,142756,,Región Metropolitana,6000000,0,0,,11
6,118,2011,1600,123000,,Araucanía,9500000,0,1,0,13
73,5650,2019,1500,59400,,Región de Los Ríos,7290000,0,0,,5
47,620,2017,3500,55000,,Metropolitana de Santiago,17600000,0,1,,7
33,410,2022,1200,11920,,Metropolitana de Santiago,9300000,0,0,0,2
49,659,2007,,1850000,,Metropolitana de Santiago,2400000,0,0,,17
63,770,2014,1600,93000,,Metropolitana de Santiago,7800000,0,0,,10
63,756,2009,1300,175000,,OHiggins,4400000,0,0,0,15
20,5964,2022,1500,13000,,Metropolitana de Santiago,15600000,0,1,0,2
64,774,2018,1400,60986,,Región Metropolitana,15190000,0,1,,6
26,325,2010,1300,140000,,Metropolitana de Santiago,5500000,0,1,,14
47,610,2013,1600,230680,,Metropolitana de Santiago,5500000,0,0,0,11
11,162,2017,1800,54020,,Metropolitana de Santiago,8500000,0,0,,7
11,944,2019,1200,120000,,Metropolitana de Santiago,5890000,0,0,0,5
11,172,2005,,165000,,Bío Bío,2000000,0,0,,19
40,470,2018,1600,104000,Gris,Araucanía,8990000,0,0,0,6
63,756,2017,1500,107100,,Metropolitana de Santiago,7990000,0,1,,7
45,602,2019,2400,114000,,Valparaíso,17000000,1,0,,5
61,736,2018,1200,57000,,Metropolitana de Santiago,7200000,0,0,0,6
20,286,2019,,44836,,Región Metropolitana,20990000,0,1,,5
27,1471,2020,1600,108000,Gris,Valparaíso,11890000,0,0,,4
60,728,2013,2000,131000,,Metropolitana de Santiago,7990000,0,1,1,11
26,322,2008,3500,236000,,IX Araucanía,7200000,0,1,1,16
11,180,2004,1400,267000,,Metropolitana de Santiago,2000000,0,0,0,20
61,732,2023,1500,9600,Blanco,Los Ríos,15490000,0,1,0,1
47,616,2016,,135000,Rojo,Metropolitana de Santiago,8490000,0,0,,8
20,284,2019,3200,64000,,Metropolitana de Santiago,20650000,1,1,1,5
52,679,2007,,170000,,Región Metropolitana,2800000,0,0,0,17
47,615,2021,2000,25000,,X Los Lagos,12490000,0,0,,3
27,339,2019,2500,103801,Blanco,Metropolitana de Santiago,12000000,1,0,,5
20,298,2013,,137209,,Metropolitana de Santiago,9490000,0,1,,11
10,5880,2019,1600,41000,,Región Metropolitana,7600000,0,0,,5
47,622,2022,,60000,,X Los Lagos,32990000,1,1,1,2
61,750,2017,1400,75300,,Metropolitana de Santiago,7900000,0,0,0,7
33,400,2019,1400,66000,,Bío Bío,8500000,0,0,0,5
47,1829,2018,1600,80000,,Región Metropolitana,8990000,0,0,,6
63,756,2019,1500,65893,,Bío Bío,9700000,0,0,0,5
20,288,2012,5000,100000,,III Atacama,17000000,0,1,,12
40,474,2013,,83000,Azul,Metropolitana de Santiago,12990000,0,1,1,11
22,6068,2024,,2388,Plata,Maule,18890000,0,1,1,0
33,410,2021,,67603,Plata,Araucanía,6690000,0,0,,3
10,5882,2020,1500,29500,,Región Metropolitana,7300000,0,0,0,4
23,5866,2021,,26800,Blanco,Metropolitana de Santiago,6290000,0,0,,3
63,760,2015,,70000,,OHiggins,11500000,0,0,,9
61,747,2012,2400,170000,,Valparaíso,8000000,0,0,0,12
63,763,2023,2000,1030,,V Valparaíso,16890000,0,1,0,1
40,474,2016,2000,138000,Blanco,Metropolitana de Santiago,10980000,0,0,0,8
73,5845,2021,1500,24900,,Región Metropolitana,12590000,0,1,,3
11,1693,2021,,28500,,OHiggins,9390000,0,0,,3
27,351,2012,3000,190000,,Región Metropolitana,8480000,0,1,,12
31,385,2022,1300,31000,Blanco,Metropolitana de Santiago,24490000,0,1,0,2
4,27,2016,2000,49271,Azul,Metropolitana de Santiago,26490000,0,1,,8
33,409,2023,,6000,,Metropolitana de Santiago,21180000,0,1,,1
64,780,2021,1600,46000,,Metropolitana de Santiago,8000000,0,0,0,3
45,602,2008,2500,366000,,Metropolitana de Santiago,6000000,1,0,0,16
45,602,2018,2400,82222,,Metropolitana de Santiago,14500000,1,0,0,6
4,53,2007,,170000,,Maule,9000000,0,1,,17
10,5880,2023,,5800,,Maule,11590000,,1,,1
11,170,2013,5500,123400,,IV Coquimbo,5500000,0,1,,11
40,472,2019,2500,50000,,Araucanía,26900000,0,1,1,5
11,908,2019,1000,156000,,XI Aisén,3800000,0,0,,5
4,56,2016,1200,65000,,Ñuble,13900000,0,0,0,8
63,762,2021,2400,55000,,Bío Bío,17500000,1,0,1,3
33,5994,2021,1500,41250,,Metropolitana de Santiago,12500000,0,0,0,3
61,736,2016,1200,167000,,Metropolitana de Santiago,5500000,0,0,0,8
61,750,2018,1400,145000,,IV Coquimbo,7400000,0,0,,6
40,474,2020,2000,55000,,XIV Los Ríos,21000000,0,1,1,4
11,159,2011,2400,142000,,XIV Los Ríos,8400000,0,0,,13
40,474,2017,2000,75000,,IX Araucanía,13999000,0,0,1,7
65,5849,2023,,15900,,Valparaíso,32490000,0,1,,1
27,1691,2017,1200,52000,,Metropolitana de Santiago,6800000,0,0,0,7
33,410,2020,1200,106859,,Valparaíso,7200000,0,0,0,4
65,5849,2021,2000,27500,,Metropolitana de Santiago,31000000,0,1,0,3
13,213,2017,1600,171000,,Valparaíso,6500000,1,0,0,7
6,104,1999,4400,250000,,Maule,3500000,0,1,0,25
47,610,2021,1600,49500,,X Los Lagos,9990000,0,0,,3
63,763,2019,1800,92000,,Valparaíso,11150000,0,1,0,5
61,750,2017,1400,107259,,Región Metropolitana,7850000,0,0,0,7
57,5862,2018,2000,79000,,Metropolitana de Santiago,16900000,0,1,0,6
112,5590,2021,2800,125000,Blanco,Bío Bío,12990000,1,0,0,3
11,158,2020,1500,79000,,Valparaíso,7890000,0,0,,4
52,819,2019,1600,94000,,Región Metropolitana,99999999999,0,0,,5
11,951,1987,,111111,,Bío Bío,3500000,0,0,,37
6,116,2015,2000,119000,,Bío Bío,14990000,0,1,,9
20,293,2013,,137000,Negro,Los Ríos,10980000,0,1,,11
33,395,2010,1600,130000,,Maule,6000000,0,0,,14
23,5975,2023,,27000,,XI Aisén,20500000,1,0,,1
6,79,2022,,29936,,Metropolitana de Santiago,45900000,0,1,,2
45,602,2016,2400,94000,,Metropolitana de Santiago,13950000,1,0,0,8
27,353,2010,,277000,,VI O'Higgins,5200000,0,1,,14
40,1447,2019,1800,105000,,Metropolitana de Santiago,17200000,1,1,1,5
61,735,2017,1600,70000,,Maule,9200000,0,0,1,7
33,393,2014,2000,136000,,Valparaíso,8500000,0,0,,10
49,651,2009,2000,112000,,Región Metropolitana,5000000,0,0,,15
49,644,2016,,98000,,Metropolitana de Santiago,10500000,1,0,,8
11,155,2012,1600,130,,Metropolitana de Santiago,4500000,0,0,0,12
61,734,2020,,80400,Plata,Bío Bío,11390000,0,0,,4
27,1691,2017,,46000,,Metropolitana de Santiago,7000000,0,0,,7
64,5981,2022,1000,55000,,Metropolitana de Santiago,13290000,0,1,0,2
60,723,2016,2000,110000,,Región Metropolitana,10990000,0,0,,8
63,762,2022,2400,32000,,IX Araucanía,18790000,1,0,0,2
47,613,2004,2400,190000,,Maule,5800000,0,1,0,20
52,687,2020,1100,46000,,Metropolitana de Santiago,8000000,0,0,0,4
33,401,2020,1400,130000,,Metropolitana de Santiago,9150000,0,0,0,4
11,172,2011,1600,69170,,Valparaíso,3800000,0,0,,13
27,336,1999,2000,230000,,Región Metropolitana,1500000,0,1,,25
210,205,2023,,15000,Beige,Metropolitana de Santiago,31900000,1,1,,1
63,760,2018,2000,45800,,Metropolitana de Santiago,14230000,0,1,0,6
4,56,2018,,54900,Plata,Metropolitana de Santiago,19990000,0,1,,6
49,657,3008,,52900,,Metropolitana de Santiago,17890000,1,0,,-984
6,5803,2017,2000,93000,,Metropolitana de Santiago,21400000,0,1,,7
45,598,2017,,113678,,OHiggins,9990000,0,0,,7
42,5939,2019,,28000,Azul,Metropolitana de Santiago,63900000,0,1,,5
63,762,2014,2500,130000,,IX Araucanía,11490000,1,0,0,10
64,777,2023,1600,4850,,Coquimbo,13790000,0,0,0,1
10,5882,2017,,95247,Marrón,Metropolitana de Santiago,6690000,0,0,,7
52,1404,2016,,58715,,Metropolitana de Santiago,7990000,0,1,,8
59,719,2012,2000,245000,,Metropolitana de Santiago,5800000,1,0,0,12
29,1686,2022,2000,60000,,Metropolitana de Santiago,13500000,1,0,0,2
64,776,2016,1600,16000,,XIV Los Ríos,7400000,0,0,,8
33,5947,2023,1600,8500,,V Valparaíso,17500000,0,0,,1
47,1454,2018,0,228000,,IX Araucanía,16690000,1,0,,6
20,299,2017,,72700,,Araucanía,8690000,0,0,,7
49,654,2023,1200,15154,,Región Metropolitana,20990000,0,1,,1
61,750,2018,1400,84500,,IIAntofagasta,4900000,0,0,,6
20,299,2017,,140000,,Región Metropolitana,8000000,0,0,,7
11,180,2010,1400,158000,,X Los Lagos,3000000,0,0,,14
6,122,2016,1600,105000,,Metropolitana de Santiago,12700000,0,1,0,8
49,6011,2023,,7126,,Metropolitana de Santiago,27090000,0,1,1,1
52,5600,2021,1600,56900,Blanco,Metropolitana de Santiago,10980000,0,0,0,3
20,299,2014,,140000,,Valparaíso,7200000,0,0,,10
45,1395,2016,1200,85000,,Araucanía,6500000,0,0,0,8
47,616,2014,,185000,,IX Araucanía,6600000,0,0,,10
63,762,2012,,188392,,Coquimbo,11600000,1,0,,12
63,1312,1996,1500,280000,,Región Metropolitana,1700000,0,0,,28
33,410,2020,1200,38000,,Región Metropolitana,8890000,0,0,,4
45,606,2019,,50000,,Maule,10590000,0,0,0,5
49,657,2019,1600,121000,,Los Lagos,15990000,1,1,0,5
20,286,2012,2000,180000,,Metropolitana de Santiago,11500000,0,1,0,12
31,386,2023,1300,22900,,Región Metropolitana,27990000,0,1,,1
64,792,2017,2000,180000,,Metropolitana de Santiago,15800000,1,1,,7
61,6132,2017,1200,133500,,Atacama,5500000,0,0,0,7
12,188,2008,2700,119000,,VI O'Higgins,4000000,0,1,,16
23,5975,2022,2000,80000,,Metropolitana de Santiago,14500000,1,0,0,2
17,5892,2022,,18000,Blanco,Metropolitana de Santiago,9690000,0,0,,2
64,780,2021,1600,18000,,Metropolitana de Santiago,8500000,0,0,0,3
44,595,2013,,54000,,Valparaíso,18500000,0,1,,11
33,407,2012,8000,118000,,IIAntofagasta,6500000,0,1,,12
10,5882,2021,1500,25450,,Bío Bío,9600000,0,0,0,3
59,1450,2022,1600,15500,,Región Metropolitana,12990000,0,0,0,2
20,284,2011,,200000,,VI O'Higgins,8500000,0,0,,13
49,642,2013,1600,194350,,Antofagasta,99999999999,1,0,0,11
33,400,2017,1400,60000,,Metropolitana de Santiago,9420000,0,0,0,7
47,610,2020,1600,61000,,Valparaíso,10500000,0,0,0,4
43,586,2014,1500,160000,,Valparaíso,4400000,0,0,,10
64,780,2006,1600,124000,,Región Metropolitana,2300000,0,0,,18
112,5590,2020,2800,67500,Gris,Los Lagos,14500000,1,0,1,4
45,602,2022,2400,42000,Negro,Metropolitana de Santiago,17890000,1,0,0,2
19,1640,2020,1400,35000,,Metropolitana de Santiago,14190000,0,1,1,4
60,723,2014,2000,80000,,Metropolitana de Santiago,10500000,0,1,1,10
63,770,2008,1600,279000,,Valparaíso,5400000,0,0,,16
