make_id,model_id,year,cylinder_capacity,km,color,region,price,fuel_type_id,transmission_id,traction_id,age
27,348,2004,,250000,,VIII Biobío,4500000,1,0,1,20
112,5590,2022,2000,42000,,Ñuble,21000000,1,1,1,2
33,410,2014,,75000,,OHiggins,5500000,0,0,,10
57,705,2013,,143000,,Metropolitana de Santiago,6800000,1,0,,11
20,5964,2022,1500,32000,,Coquimbo,14800000,0,1,0,2
64,774,2021,,38124,,Región Metropolitana,27000000,1,1,,3
63,762,2012,2500,177238,,IX Araucanía,12900000,1,0,1,12
11,149,2011,3600,170000,,Metropolitana de Santiago,8350000,0,1,,13
64,774,2015,,161000,,Metropolitana de Santiago,13500000,0,0,,9
112,6050,2022,,31744,,Araucanía,13500000,1,0,,2
11,180,2011,1400,117240,,Metropolitana de Santiago,5000000,0,1,,13
16,240,2016,,117000,Gris,Coquimbo,11990000,0,1,,8
11,1693,2017,1400,144000,,Región Metropolitana,6600000,0,0,,7
40,471,2011,1500,120250,,Región Metropolitana,5300000,0,0,,13
61,743,2011,2400,120000,,Región Metropolitana,6000000,0,1,,13
61,734,2010,1600,149666,,VIII Biobío,7500000,0,0,1,14
27,353,2017,,337579,,V Valparaíso,13500000,0,0,,7
63,771,2015,4000,55800,Plata,Metropolitana de Santiago,20999999,0,1,0,9
11,172,2006,1600,280000,,Araucanía,2700000,0,0,,18
47,612,2007,1600,115000,,Metropolitana de Santiago,4500000,0,0,0,17
4,56,2015,1200,120385,,IX Araucanía,11500000,0,0,,9
33,410,2018,,66000,,Metropolitana de Santiago,6500000,0,0,,6
26,326,2012,2400,159000,,Antofagasta,6500000,0,1,0,12
45,602,2022,2400,27000,,Región Metropolitana,24000000,1,0,,2
20,285,2014,2000,112000,,Región Metropolitana,8990000,0,1,,10
4,56,2009,,116000,,Región Metropolitana,3500000,0,1,,15
33,400,2013,1400,1600000,,Araucanía,5600000,0,0,0,11
13,201,2022,1500,30600,,Bío Bío,12500000,1,0,0,2
33,410,2016,,90000,,Bío Bío,6750000,0,0,,8
11,162,2008,1800,200000,,Valparaíso,3790000,0,0,,16
45,602,2018,2400,190000,,Región Metropolitana,12000000,1,0,1,6
49,654,2015,1600,152000,,Los Ríos,8400000,1,0,0,9
28,1411,2019,3500,64400,Gris,Metropolitana de Santiago,21990000,0,1,1,5
4,880,2012,,32100,Blanco,Metropolitana de Santiago,63990000,0,1,,12
11,180,2012,1400,194000,,III Atacama,4100000,0,0,,12
64,792,2017,2000,135000,,Región Metropolitana,17990000,1,1,1,7
34,5999,2021,,99999999999,Verde,Metropolitana de Santiago,78900000,0,1,,3
49,642,2024,,4,,Metropolitana de Santiago,19190000,1,0,,0
27,353,2015,,400000,,Región Metropolitana,10900000,0,0,,9
60,1721,2016,2000,55000,,Metropolitana de Santiago,19500000,0,0,1,8
11,172,2008,1600,86775,,Metropolitana de Santiago,3499990,0,0,0,16
31,386,2023,1300,9200,Blanco,Metropolitana de Santiago,28990000,0,1,0,1
47,620,2016,3500,99000,,Metropolitana de Santiago,16390000,0,1,,8
6,122,2016,1600,130000,,Metropolitana de Santiago,13500000,0,1,0,8
49,655,2004,2000,272920,,Ñuble,3500000,1,0,0,20
63,760,2019,2000,79000,,Araucanía,16500000,0,1,0,5
9,823,2018,1600,66121,,Región Metropolitana,7690000,0,0,,6
56,5902,2022,1600,33125,,Metropolitana de Santiago,15200000,0,1,0,2
45,602,2016,2400,201600,Rojo,Los Lagos,16490000,1,0,1,8
45,602,2016,2400,191200,,Metropolitana de Santiago,9000000,1,0,0,8
112,5590,2021,2800,20000,,Valparaíso,17000000,1,0,0,3
43,5944,2021,,99999999999,Blanco,Los Lagos,12690000,0,1,1,3
60,728,2016,2000,156000,,OHiggins,14300000,1,0,1,8
61,748,2014,1000,75000,,V Valparaíso,3500000,0,1,,10
26,324,2019,1800,111000,,Ñuble,13400000,0,1,0,5
49,650,2019,1600,51000,,Región Metropolitana,16990000,0,1,,5
64,792,2013,2000,230000,,Metropolitana de Santiago,9200000,1,0,1,11
45,598,2018,2000,70000,,Región Metropolitana,10290000,0,0,,6
59,719,2012,2000,150000,,IX Araucanía,7980000,1,1,1,12
27,347,2008,,260000,,Región Metropolitana,3850000,1,0,,16
11,170,2011,1800,226200,,Metropolitana de Santiago,2900000,0,1,0,13
11,154,2015,1200,36700,,Metropolitana de Santiago,5450000,0,0,0,9
10,5879,2022,1500,30000,,Región Metropolitana,12990000,0,1,,2
61,1453,2018,,98820,,Los Lagos,10990000,0,0,1,6
61,736,2021,1200,21000,,Valparaíso,8700000,0,0,0,3
72,1409,2022,,52800,,Metropolitana de Santiago,18390000,0,1,1,2
61,749,2020,1500,142000,,Metropolitana de Santiago,7150000,0,0,0,4
43,5944,2022,,61170,Negro,Araucanía,11990000,0,0,,2
60,728,2015,2500,155000,,Metropolitana de Santiago,10690000,0,1,1,9
60,728,2016,2000,165000,Grafito,Metropolitana de Santiago,9970000,0,1,1,8
40,468,1991,,157800,Vino,OHiggins,2790000,0,0,,33
52,686,2018,,70000,,VI O'Higgins,7900000,0,0,,6
13,988,2017,1600,120000,,Metropolitana de Santiago,7000000,1,0,0,7
16,241,2011,,99999999999,,Metropolitana de Santiago,10000000,0,1,,13
59,720,2021,2200,50000,,IX Araucanía,15890000,1,0,0,3
27,1471,2018,1600,62000,,Metropolitana de Santiago,12000000,0,1,,6
63,771,2006,0,210000,,IIAntofagasta,6500000,0,1,1,18
34,425,2022,2000,22554,Marrón,Bío Bío,40990000,0,1,,2
13,213,2021,1600,93000,,V Valparaíso,8790000,1,1,,3
45,1395,2019,1200,26000,,Metropolitana de Santiago,7900000,0,0,,5
47,620,2017,3500,145000,Negro,Metropolitana de Santiago,14380000,0,1,1,7
47,613,2004,2400,240000,,XI Aisén,7200000,0,0,1,20
11,176,2012,2400,95000,,Metropolitana de Santiago,11470000,0,1,1,12
61,1453,2021,1600,30500,,V Valparaíso,13500000,0,0,1,3
10,137,2015,1000,79000,,Metropolitana de Santiago,4200000,0,0,0,9
48,636,2013,,175000,Blanco,Metropolitana de Santiago,6800000,0,0,0,11
63,757,2012,,116000,,Metropolitana de Santiago,6500000,0,0,,12
9,1674,2018,1800,62000,,OHiggins,10000000,0,1,0,6
11,908,2020,1200,35000,Rojo,Valparaíso,6990000,0,0,,4
60,728,2015,2000,92000,,OHiggins,13300000,1,1,1,9
49,650,2020,,36700,,Región Metropolitana,21500000,1,1,,4
33,399,2010,1400,163728,,Bío Bío,4000000,0,0,,14
48,6074,2024,1500,4300,Gris,Metropolitana de Santiago,17480000,1,0,0,0
60,723,2021,2000,34000,Plata,Metropolitana de Santiago,-1,0,1,,3
61,748,2015,1000,60000,,Valparaíso,7500000,0,1,0,9
55,698,2011,1600,96000,,V Valparaíso,3590000,0,0,,13
34,423,2008,,174300,Gris,Araucanía,13990000,1,1,,16
64,5900,2021,1600,20000,,Araucanía,13900000,0,1,0,3
11,820,2018,1800,24850,,Región Metropolitana,10000000,0,1,,6
27,346,2014,,163000,,VIII Biobío,4400000,0,0,,10
19,267,2017,1400,1600000,,Valparaíso,5000000,0,0,0,7
6,5601,2021,3000,28500,,Metropolitana de Santiago,99999999999,0,1,,3
20,285,2012,2000,108000,,IIAntofagasta,7500000,0,1,,12
11,163,1993,,300,,Bío Bío,2250000,1,0,,31
6,74,2012,3000,231000,,Metropolitana de Santiago,16000000,1,1,1,12
31,382,2012,,100000,,Región Metropolitana,1000000,0,1,,12
27,334,2011,2000,168000,,Araucanía,8200000,0,0,0,13
49,654,2017,1200,77500,,Metropolitana de Santiago,13500000,0,1,0,7
65,803,2010,2000,58523,,Metropolitana de Santiago,8400000,0,1,0,14
20,298,2018,3500,73000,,VIII Biobío,16500000,0,1,,6
40,468,2016,7000,27000,,Región Metropolitana,13500000,0,0,,8
23,5940,2019,2200,57000,Plata,Valparaíso,7980000,0,0,0,5
6,123,2018,1500,103000,Gris,Metropolitana de Santiago,13490000,0,1,0,6
49,640,2017,1600,152496,Gris,Araucanía,9800000,1,0,0,7
13,213,2018,1600,133840,,Región Metropolitana,4930000,1,0,,6
27,353,2017,1600,280000,,Metropolitana de Santiago,13000000,1,0,0,7
11,180,2006,1400,180000,,Valparaíso,3500000,0,0,0,18
27,1139,2000,,300000,,Metropolitana de Santiago,3000000,1,0,,24
27,333,2017,1600,92,,XIV Los Ríos,11000000,0,0,,7
61,752,2019,,89667,,Metropolitana de Santiago,4000000,0,0,,5
48,636,2021,,23900,Rojo,Metropolitana de Santiago,15000000,0,1,,3
13,213,2020,1600,55000,,Metropolitana de Santiago,9100000,1,0,0,4
30,1804,2022,2000,30000,Blanco,Araucanía,52990000,0,1,1,2
61,736,2014,,115000,,Metropolitana de Santiago,5600000,0,0,,10
61,748,2014,1000,65000,,Metropolitana de Santiago,5750000,0,0,0,10
27,341,2016,3800,56000,,I Tarapacá,12000000,0,0,0,8
6,123,2017,1500,62000,,Metropolitana de Santiago,13290000,0,0,0,7
40,474,2018,2000,100000,,Bío Bío,13500000,0,1,0,6
27,353,2015,,28000,,XII Magallanes & Antártica,8000000,0,0,,9
61,752,2019,1000,45000,,Región Metropolitana,4990000,0,0,,5
61,747,2009,,157000,,IX Araucanía,4490000,0,1,1,15
64,5900,2022,1000,17000,,Metropolitana de Santiago,14000000,0,0,0,2
26,328,2018,2000,67000,,Región del Maule,13790000,0,1,,6
20,291,2012,1600,105000,,VIII Biobío,5200000,0,0,,12
49,1360,2021,1500,84000,,IX Araucanía,15000000,1,0,,3
33,410,2022,1200,30000,,Región Metropolitana,3950000,0,0,,2
61,748,2021,1000,32000,,Región del Maule,7500000,0,0,,3
209,6043,2020,,60000,,Metropolitana de Santiago,5990000,0,0,,4
49,810,2023,,6960,,Metropolitana de Santiago,12290000,0,0,,1
11,1806,2020,1400,55000,,Metropolitana de Santiago,8500000,0,0,0,4
33,399,2020,,70000,,Metropolitana de Santiago,9000000,0,0,,4
65,795,2021,2000,30800,Blanco,Metropolitana de Santiago,36900000,0,1,1,3
45,602,2015,2500,180000,,VIII Biobío,12500000,1,0,1,9
11,176,2018,2400,70000,,Metropolitana de Santiago,10900000,0,1,0,6
63,756,2018,1500,32000,Azul,Bío Bío,9690000,0,0,0,6
63,766,2021,,54702,,Región Metropolitana,22690000,0,1,,3
23,827,2018,,36000,,Metropolitana de Santiago,5990000,0,0,,6
20,288,2019,5000,50000,,V Valparaíso,33890000,0,1,,5
27,335,2005,2900,171000,,IV Coquimbo,5500000,1,0,1,19
47,617,1999,2000,141000,,Región Metropolitana,2990000,0,1,,25
72,1409,2023,2000,99999999999,,Metropolitana de Santiago,16390000,0,1,0,1
33,5885,2020,1400,41000,,IV Coquimbo,8900000,0,0,0,4
27,1691,2022,1200,21892,,Metropolitana de Santiago,8490000,0,0,0,2
63,756,2019,1500,135,,IV Coquimbo,7850000,0,0,,5
19,1058,2015,,123000,Blanco,Metropolitana de Santiago,-1,1,0,,9
63,1322,2008,,241000,,Metropolitana de Santiago,8990000,0,1,1,16
47,616,2010,1600,230000,,Los Ríos,5950000,0,0,0,14
38,830,2018,2200,63000,,Metropolitana de Santiago,11500000,1,0,0,6
20,293,2018,5000,1,,VIII Biobío,20000000,0,1,1,6
60,723,2017,2000,90000,Azul,Metropolitana de Santiago,12490000,0,0,1,7
27,334,2016,2000,131099,Grafito,OHiggins,11690000,0,1,,8
10,5955,2021,1500,109944,,Valparaíso,10390000,0,0,0,3
27,5588,2018,1400,65480,,Metropolitana de Santiago,7990000,0,0,,6
47,1829,2021,1600,48000,,Metropolitana de Santiago,11500000,0,0,0,3
47,610,2016,1600,130000,,Valparaíso,5500000,0,0,0,8
63,763,2023,,16921,,Metropolitana de Santiago,18290000,0,1,,1
27,338,2018,2200,191000,,Atacama,14000000,1,0,0,6
33,393,2015,2000,87577,Gris,Los Lagos,11590000,0,0,,9
56,5902,2023,,39000,,IIAntofagasta,12900000,0,1,,1
27,339,2019,2500,99999999999,,Los Lagos,19700000,1,0,,5
42,527,2019,4000,25000,Gris,Bío Bío,139000000,0,1,1,5
10,5882,2018,1500,65000,Bordo,Metropolitana de Santiago,6990000,0,0,,6
33,401,2016,,84000,,VIII Biobío,5100000,0,0,,8
47,609,2009,2500,1,,IX Araucanía,6590000,0,0,1,15
20,299,2015,1600,58000,,Antofagasta,10500000,0,0,0,9
64,776,2017,1600,98000,,Araucanía,8790000,0,0,0,7
63,1722,2017,1500,66345,,Región del Maule,9790000,0,1,,7
27,340,2020,2500,128000,,Región Metropolitana,20500000,1,1,,4
10,5881,2018,2000,99999999999,,Bío Bío,8800000,0,1,0,6
11,170,2017,1800,106000,,Región Metropolitana,7990000,0,1,,7
27,1691,2019,1200,80000,,Metropolitana de Santiago,6800000,0,0,0,5
49,813,2013,0,70000,,V Valparaíso,5500000,0,0,,11
4,53,2015,6000,36000,,Región Metropolitana,16490000,0,1,,9
11,158,2016,1500,80000,,Antofagasta,7000000,0,0,0,8
64,774,2013,1400,103000,,Metropolitana de Santiago,6000000,0,0,0,11
20,284,2018,,82000,,X Los Lagos,20990000,1,0,1,6
40,474,2018,2500,83000,Azul,Maule,16990000,0,1,1,6
11,5969,2023,1500,6700,,Metropolitana de Santiago,14500000,0,0,0,1
61,1688,2021,1500,63000,,Ñuble,14000000,0,0,0,3
61,750,2018,1400,85500,,Metropolitana de Santiago,8000000,0,0,0,6
61,747,2003,,152000,,Metropolitana de Santiago,4500000,0,1,,21
61,752,2021,800,57000,Gris,Metropolitana de Santiago,5350000,0,0,0,3
38,453,2011,,282000,,Región Metropolitana,2700000,1,0,0,13
57,709,2010,1600,130000,,Coquimbo,4200000,0,0,0,14
27,338,2003,,1,,OHiggins,1700000,0,1,,21
27,1691,2018,1200,64000,,Metropolitana de Santiago,6790000,0,0,0,6
11,156,2018,5300,200,,XV Arica & Parinacota,14200000,0,1,,6
63,760,2014,7600,67650,,Región Metropolitana,13500000,0,1,,10
38,453,2016,2200,130000,,Metropolitana de Santiago,6000000,1,0,,8
63,760,2022,2000,18000,,VII Maule,19490000,0,0,0,2
6,5803,2021,1500,21000,Blanco,Valparaíso,25990000,0,1,0,3
11,158,2012,1400,175000,,Metropolitana de Santiago,3100000,0,0,0,12
47,609,2018,2500,90000,,Los Lagos,14200000,0,1,,6
49,654,2022,1200,6500,,Maule,20650000,0,1,0,2
4,56,2014,,95000,Plata,Metropolitana de Santiago,10990000,0,1,,10
59,719,2017,2000,70800,,Metropolitana de Santiago,11400000,1,0,0,7
11,176,2015,2200,131000,Beige,Metropolitana de Santiago,10290000,1,0,0,9
11,169,2018,2500,174800,Blanco,Maule,13490000,1,0,1,6
64,780,2017,1600,79000,,Metropolitana de Santiago,7300000,0,0,0,7
11,180,2008,1400,170000,,Metropolitana de Santiago,3300000,0,0,0,16
33,396,2013,2400,121647,,Metropolitana de Santiago,10250000,0,1,1,11
40,474,2019,,34000,,Región Metropolitana,16300000,0,1,,5
20,286,2013,3500,144005,,Metropolitana de Santiago,99999999999,0,1,0,11
27,338,2012,,186000,,Región Metropolitana,6500000,0,1,,12
45,599,2006,,1,Blanco,Metropolitana de Santiago,5880000,0,1,1,18
11,5969,2023,1500,11200,Rojo,Bío Bío,11490000,0,0,0,1
31,385,2011,2400,185000,,OHiggins,5990000,0,1,,13
49,642,2021,1600,85519,Blanco,Metropolitana de Santiago,12490000,1,0,0,3
20,299,2021,0,120000,,V Valparaíso,6900000,0,0,,3
10,5882,2022,,22500,,Araucanía,9500000,0,0,,2
45,602,2007,,155000,,V Valparaíso,9200000,1,0,1,17
63,762,2024,2800,12000,,Coquimbo,42000000,1,1,1,0
15,226,2015,1500,104000,,X Los Lagos,8500000,0,0,,9
63,763,2023,,22000,,V Valparaíso,24500000,2,1,,1
10,5955,2022,1500,17500,Blanco,Metropolitana de Santiago,14990000,0,1,0,2
11,158,2020,1500,46124,,Metropolitana de Santiago,6890000,0,0,,4
11,156,2022,5300,43000,,Valparaíso,44290000,0,1,1,2
59,717,2003,,190000,,V Valparaíso,5600000,1,1,,21
4,27,2010,2000,160000,,Metropolitana de Santiago,15000000,0,1,,14
47,616,2016,,155197,,Araucanía,10500000,0,0,,8
33,393,2015,2000,101924,,OHiggins,10500000,0,1,0,9
43,5586,2022,1500,17000,,Valparaíso,10000000,0,0,0,2
49,657,2019,1600,92000,,Maule,19500000,0,1,0,5
11,149,2014,3600,135000,,Antofagasta,13000000,0,1,1,10
63,762,2021,2400,96600,,Los Lagos,16750000,1,0,1,3
11,172,2001,,2300000,,Valparaíso,500000,0,0,,23
40,474,2019,2000,65000,Negro,Valparaíso,14590000,0,1,1,5
40,474,2017,2000,97000,,Maule,12500000,0,0,0,7
33,393,2019,2000,59000,,Metropolitana de Santiago,15990000,0,1,,5
43,5605,2023,0,23466,,Región Metropolitana,13900000,0,1,,1
40,468,2007,2000,156000,,Metropolitana de Santiago,3900000,0,0,0,17
4,890,2021,1400,27500,Gris,Bío Bío,29790000,0,1,0,3
11,180,2010,1400,120000,,OHiggins,4000000,0,0,0,14
61,5943,2022,1000,16144,,Metropolitana de Santiago,5990000,0,0,0,2
27,1471,2019,1600,57000,,Bío Bío,10700000,0,0,0,5
52,686,2020,1600,18000,,XII Magallanes & Antártica,7500000,0,0,,4
38,5859,2021,1200,25000,,Región de Coquimbo,7290000,0,0,0,3
20,5964,2023,1500,5685,,Región Metropolitana,17580000,0,1,,1
63,757,2011,1300,174000,,Maule,7090000,0,0,0,13
61,5943,2021,1000,60000,Azul,Metropolitana de Santiago,6790000,0,0,0,3
55,698,2012,1600,180000,,Ñuble,3400000,0,0,0,12
27,353,2007,,700000,,IX Araucanía,2800000,1,0,,17
27,350,2014,1600,109728,,Maule,8000000,0,0,0,10
47,1454,2020,,135275,,Maule,12990000,1,0,,4
23,824,2018,,31000,,Metropolitana de Santiago,7950000,0,0,,6
64,781,2018,,75000,,V Valparaíso,9990000,0,0,,6
42,575,2018,1600,111000,,Región Metropolitana,13990000,0,0,,6
47,622,2020,2300,75875,,Región Metropolitana,18500000,1,0,1,4
49,654,2022,1600,39154,,Metropolitana de Santiago,16390000,1,0,,2
49,813,2013,1600,178000,,XII Magallanes & Antártica,5000000,1,0,,11
11,176,2007,,120000,,XII Magallanes & Antártica,3500000,1,0,,17
40,475,2020,2200,110100,,Región Metropolitana,15590000,1,0,1,4
27,1471,2019,1600,60876,Grafito,Metropolitana de Santiago,11290000,0,0,,5
47,1454,2019,2300,299361,,Bío Bío,17000000,1,0,1,5
42,575,2021,1300,60900,Negro,Metropolitana de Santiago,21490000,0,1,0,3
52,679,2016,,112000,,Región Metropolitana,7500000,0,1,,8
61,750,2020,1400,26000,,Antofagasta,11000000,0,0,0,4
40,472,2010,3700,150189,,Región Metropolitana,8880000,0,1,,14
11,944,2019,1200,90000,,Bío Bío,5900000,0,0,0,5
60,727,2020,,95214,Plata,Bío Bío,12090000,0,1,1,4
11,820,2023,,12270,,Metropolitana de Santiago,12990000,0,1,,1
27,1471,2018,1600,86000,,Metropolitana de Santiago,9500000,0,0,0,6
11,155,2014,1600,68597,,Valparaíso,4250000,0,0,0,10
33,401,2020,,8500,,IIAntofagasta,9980000,0,0,,4
6,118,2011,2000,107000,,Región Metropolitana,8200000,0,1,,13
20,286,2020,3500,29000,Bordo,Metropolitana de Santiago,23890000,0,1,0,4
10,137,2009,1100,120000,,Valparaíso,18000000,0,0,0,15
40,472,2015,3700,145000,,Metropolitana de Santiago,9000000,0,1,1,9
13,201,2008,,167700,,Región Metropolitana,3200000,0,0,,16
64,783,2007,2000,217000,,Metropolitana de Santiago,4450000,0,0,0,17
6,63,2015,,87434,,Región Metropolitana,99999999999,0,1,,9
40,470,2020,2000,60000,,Metropolitana de Santiago,13990000,0,0,0,4
20,287,2015,,115000,,IV Coquimbo,11000000,0,1,,9
64,792,2011,2000,270000,,Coquimbo,10200000,1,0,1,13
31,1637,2018,1700,52000,Azul,Metropolitana de Santiago,10460000,0,1,0,6
20,299,2016,1600,100000,,Bío Bío,9000000,0,0,0,8
27,338,2006,2700,123500,,XII Magallanes & Antártica,3000000,1,1,1,18
40,475,2022,,52403,Blanco,Araucanía,23390000,1,0,1,2
52,819,2018,1600,75000,,Metropolitana de Santiago,6500000,0,0,0,6
45,602,2013,2500,267561,,Los Ríos,9000000,1,0,,11
47,616,2017,2000,140000,,VIII Biobío,10500000,0,0,,7
11,158,2013,1400,145000,,VIII Biobío,4150000,0,0,,11
20,286,2016,3500,57000,,Metropolitana de Santiago,21990000,0,1,1,8
27,346,2018,,28100,,Valparaíso,6700000,0,0,,6
61,735,2021,1600,76000,Plata,Los Lagos,11490000,0,0,0,3
31,385,2013,2400,92000,Azul,Metropolitana de Santiago,6990000,0,1,0,11
64,776,2019,1600,60000,,Bío Bío,7990000,0,0,0,5
20,298,2018,3500,85000,,XII Magallanes & Antártica,19000000,0,1,,6
4,890,2018,,61900,Plata,Metropolitana de Santiago,19290000,1,1,,6
61,746,2016,,152800,Blanco,Los Lagos,6490000,0,0,1,8
13,200,2022,,41000,,Metropolitana de Santiago,19000000,1,1,,2
61,5943,2021,1000,28000,,Región del Maule,6590000,0,0,0,3
49,657,2020,1500,75000,,Metropolitana de Santiago,17990000,1,1,0,4
20,286,2017,,139000,,Maule,17890000,0,1,,7
63,766,2022,2700,10200,Blanco,Metropolitana de Santiago,-1,0,1,0,2
20,287,2010,2500,210000,,Metropolitana de Santiago,6200000,0,1,0,14
6,1458,2018,2000,84000,,Región Metropolitana,31900000,0,1,,6
31,382,2011,,160000,,Valparaíso,10500000,0,1,,13
36,6034,2015,,130000,,Metropolitana de Santiago,2800000,0,0,,9
47,1215,2002,2400,197000,,XIV Los Ríos,7000000,0,0,,22
6,79,2012,2000,177000,Blanco,Valparaíso,11980000,0,1,,12
27,352,2022,1100,23000,Plata,Bío Bío,7590000,0,0,,2
45,601,2012,1600,155732,,Atacama,7000000,0,0,0,12
45,602,2021,2400,100000,,Región Metropolitana,300000,1,0,,3
42,537,1986,,140000,,Metropolitana de Santiago,5000000,0,1,,38
11,154,2012,,198,,Región Metropolitana,3900000,0,0,,12
40,470,2020,,44000,,Maule,17990000,0,1,,4
27,338,2014,,138000,,V Valparaíso,14500000,1,1,1,10
45,599,2015,,148000,,Araucanía,12800000,1,0,,9
49,657,3008,,76000,,Metropolitana de Santiago,15990000,0,1,,-984
11,176,2015,,96130,,Metropolitana de Santiago,9990000,1,1,1,9
61,750,2022,1400,12500,,Metropolitana de Santiago,9980000,0,0,0,2
49,657,2018,,85000,,Araucanía,15990000,1,1,,6
11,154,2013,,117000,,IX Araucanía,4200000,0,0,,11
47,622,2011,2500,191000,,Bío Bío,9500000,1,0,,13
4,56,2019,,53000,Gris,Metropolitana de Santiago,23500000,0,1,,5
65,795,2013,2400,185000,,Los Lagos,10950000,1,1,1,11
52,683,2011,2500,100000,,Metropolitana de Santiago,6900000,0,1,0,13
6,118,1990,,175000,,Metropolitana de Santiago,7490000,0,0,,34
60,725,2011,2500,176250,,Bío Bío,7050000,0,1,1,13
48,1481,2023,1500,3500,,Metropolitana de Santiago,20490000,1,0,0,1
27,5916,2022,1400,17355,,Metropolitana de Santiago,7990000,0,0,0,2
40,470,2010,2000,199000,,OHiggins,6600000,0,0,0,14
27,333,2012,1600,164000,,Metropolitana de Santiago,7000000,0,0,0,12
64,777,2021,1600,67000,Blanco,Bío Bío,10990000,0,0,0,3
60,728,2011,6000,226000,,X Los Lagos,6000000,0,1,1,13
63,757,2012,1300,124400,Gris,Araucanía,6390000,0,0,0,12
209,5909,2021,1800,28200,,Maule,9990000,0,0,0,3
33,399,2015,1400,92500,,Región Metropolitana,6850000,0,0,0,9
33,407,2020,1600,144000,,Metropolitana de Santiago,10990000,0,0,0,4
49,5888,2020,1200,37000,,Región del Maule,16290000,0,1,0,4
6,5896,2023,3000,11800,Negro,Metropolitana de Santiago,66900000,1,1,1,1
40,470,2020,,50000,,Metropolitana de Santiago,12990000,0,0,,4
45,602,2022,2400,44985,Rojo,Ñuble,17990000,1,0,1,2
19,1640,2019,1400,52000,,V Valparaíso,14200000,0,1,1,5
63,760,2015,5400,105445,,IX Araucanía,11300000,0,0,0,9
65,795,2011,,160000,,V Valparaíso,9500000,0,1,,13
49,650,5008,,76030,,Metropolitana de Santiago,18690000,1,1,,-2984
47,624,2012,1600,160000,,Araucanía,4990000,0,0,0,12
47,1215,2008,2400,99999999999,,IX Araucanía,4100000,0,0,,16
63,763,2000,,288566,,IX Araucanía,2550000,0,0,,24
63,763,2023,,9000,,Región Metropolitana,19900000,0,1,,1
49,654,2019,1500,94000,,Metropolitana de Santiago,12490000,1,1,0,5
61,750,2019,1400,63000,,Valparaíso,10200000,0,0,0,5
33,393,2014,2000,150000,,VII Maule,8500000,0,0,,10
33,396,2013,,200000,,Metropolitana de Santiago,8500000,1,0,,11
11,1808,2017,1800,120000,,Metropolitana de Santiago,7500000,0,1,,7
63,760,2020,2000,81200,,Metropolitana de Santiago,17990000,0,1,0,4
20,286,2010,,99999999999,,Metropolitana de Santiago,7200000,0,1,,14
4,44,2014,2000,166000,,Región Metropolitana,14990000,1,1,,10
9,5651,2019,1200,34755,,Los Lagos,5000000,0,0,,5
30,373,1990,,155000,,Metropolitana de Santiago,9250000,0,1,,34
63,763,2014,1600,205000,,Metropolitana de Santiago,8650000,0,1,0,10
61,746,2018,0,110811,,Región Metropolitana,4000000,0,0,1,6
63,763,1997,1600,230000,,Bío Bío,2400000,0,0,0,27
63,756,2006,1500,64000,,Araucanía,4200000,0,0,0,18
11,150,2022,2800,27951,,Bío Bío,28990000,1,1,1,2
20,298,2012,3500,165000,,Metropolitana de Santiago,8990000,0,1,1,12
27,350,2012,1000,151000,,VIII Biobío,7350000,0,0,,12
47,616,2021,2000,44000,,Región Metropolitana,12980000,0,0,1,3
26,325,2012,1300,104050,,XV Arica & Parinacota,2500000,0,1,,12
20,296,2017,5400,76000,Gris,Metropolitana de Santiago,19900000,0,1,0,7
61,750,2019,1400,75000,,Metropolitana de Santiago,10500000,0,1,0,5
47,616,2019,2000,62974,,Metropolitana de Santiago,10490000,0,0,0,5
112,5590,2018,2800,120000,,Metropolitana de Santiago,15490000,1,1,1,6
40,470,2012,,161000,,VII Maule,7300000,0,0,,12
19,276,2016,,103000,,Valparaíso,7000000,0,0,,8
20,293,2021,3000,63000,,Maule,39500000,0,1,1,3
63,763,2017,1800,94000,,Metropolitana de Santiago,10000000,0,1,0,7
27,1691,2019,1200,24470,,Región Metropolitana,7590000,0,0,0,5
10,5880,2022,1500,10940,,Valparaíso,9000000,0,0,0,2
39,5595,2018,3000,59076,Negro,Metropolitana de Santiago,53900000,0,1,1,6
61,743,2012,2400,86000,,Metropolitana de Santiago,6700000,0,1,0,12
11,161,2011,1600,181000,,Los Ríos,4390000,0,0,0,13
52,687,2004,,151000,,Región Metropolitana,2550000,0,0,,20
40,478,2005,2500,150000,,VI O'Higgins,4500000,1,0,,19
40,470,2021,2000,25629,Blanco,Metropolitana de Santiago,14990243,0,0,0,3
61,752,2013,,92000,,IX Araucanía,3250000,0,0,,11
61,736,2010,1500,160000,,OHiggins,4300000,0,0,0,14
27,334,2023,,3740,,X Los Lagos,23380000,0,1,,1
11,1806,2017,1400,120000,,Valparaíso,7300000,0,0,0,7
60,727,2016,2000,128511,,Valparaíso,9900000,0,1,1,8
17,249,2018,2400,44000,,IIAntofagasta,6950000,1,0,,6
11,151,2017,5300,66132,Gris,Bío Bío,30990000,0,1,1,7
20,293,2016,,220000,,Maule,19990000,0,1,,8
11,180,2008,1400,226000,,IX Araucanía,3300000,0,0,,16
11,176,2018,,120000,,Bío Bío,13500000,1,0,,6
33,400,2020,1400,26000,,IIAntofagasta,10000000,0,0,,4
33,410,2011,,255000,,Metropolitana de Santiago,3000000,0,0,,13
